Index,Name,Age,Gender,Nationality,Years Active,Genre Specialization,Beauty,Skill Level,Education Level,Award Wins,Media Mentions,Social Media Followers,Social Media Likes,Network Size,Income
1756,Lori Daugherty,29,Female,Canada,11,Musical,9.85,10.67,College,10,36,17019,5414,30,791927.49
1757,Kathy Massey,33,Female,USA,12,Action,7.79,8.28,Graduate,9,41,14956,5002,19,952757.33
1758,Allison Gallagher,41,Male,USA,15,Action,5.51,15.52,College,10,40,16817,4913,20,558222.22
1759,Robert Gibson,26,Male,USA,8,Horror,7.71,13.96,Graduate,8,39,19070,6152,21,647926.58
1760,Tara Jones,37,Female,Canada,19,Comedy,8.39,17.12,College,15,41,17138,5085,14,1617543.64
1761,Katie Smith,30,Female,USA,12,Drama,6.31,6.7,College,7,39,17951,5464,23,540934.14
1762,Craig Hebert,37,Male,USA,15,Comedy,8.18,7.92,University,7,36,15422,4473,21,815638.44
1763,Suzanne Perez,22,Female,Canada,4,Drama,6.54,11.65,Graduate,7,36,16025,4823,20,534921.71
1764,Robert Randolph,29,Female,USA,11,Drama,6.86,3.93,High School,6,31,15486,4838,18,382088.66
1765,Lucas Myers,26,Male,USA,8,Horror,7.28,15.76,University,10,37,15071,5068,20,603208.22
1766,Veronica Reed,24,Male,USA,6,Sci-Fi,8.64,14.32,College,8,32,15606,5291,31,581402.01
1767,Gina Newton,25,Female,USA,7,Horror,6.61,6.99,Graduate,6,31,17441,5210,24,499604.34
1768,Brian Mitchell,22,Male,Canada,4,Comedy,8.18,11.78,Graduate,5,29,15675,5382,30,389604.88
1769,Anna French,54,Female,Canada,15,Drama,9.67,7.75,Graduate,10,47,17257,5018,23,1012667.51
1770,Stephanie Hurley,40,Female,USA,14,Drama,8.95,10.38,Graduate,8,33,15723,5173,26,755440.75
1771,Alisha Munoz,36,Female,USA,14,Comedy,10.0,12.16,Graduate,11,28,13526,5171,22,802946.91
1772,Brianna Abbott,36,Female,Canada,15,Action,6.68,6.2,College,10,35,15670,4888,26,1018719.66
1773,Norma Ho,39,Female,USA,16,Action,7.79,4.1,College,10,50,13834,5150,24,1383681.34
1774,Pamela Dennis,58,Female,USA,17,Action,10.78,18.97,Graduate,15,32,15600,4797,23,1956016.18
1775,Mark Craig,42,Male,USA,10,Sci-Fi,6.98,7.6,College,6,40,15437,5154,22,396416.6
1776,Tiffany Nguyen,41,Male,USA,15,Drama,7.39,10.43,Graduate,10,32,16874,4651,26,1173631.06
1777,Thomas Schmidt,58,Female,Canada,9,Comedy,8.99,10.0,College,7,28,17269,4742,24,664381.02
1778,James Adams,32,Male,USA,14,Drama,9.88,5.04,College,7,31,15856,4692,19,706075.89
1779,Julie King,39,Female,USA,13,Drama,7.63,4.29,High School,7,40,14757,4631,28,583319.45
1780,Holly Rivers,22,Female,Canada,4,Sci-Fi,9.54,8.47,Graduate,6,33,16196,5403,23,514239.23
1781,Mr. Brandon Spencer,45,Male,Canada,13,Horror,5.99,4.34,University,5,36,18595,5402,24,412395.74
1782,Christopher Bean,45,Female,Canada,15,Drama,5.69,7.57,University,9,31,18052,5142,30,1075764.66
1783,Sean Hoffman IV,42,Male,USA,17,Sci-Fi,8.16,4.71,High School,8,44,17292,5120,31,948292.95
1784,Dawn Jones,45,Female,USA,11,Comedy,5.86,0.05,University,4,31,14229,4602,21,328193.3
1785,Johnny Barnes,25,Female,USA,7,Comedy,7.17,8.21,Graduate,7,32,13683,4799,23,351292.76
1786,Kathy Jones,39,Female,USA,15,Drama,9.57,4.38,High School,10,41,17229,5096,23,1001803.51
1787,Sarah Lee,43,Male,USA,13,Action,6.25,10.75,College,7,40,18402,5208,23,548200.42
1788,Laura Bender,20,Female,Canada,2,Musical,7.55,7.89,University,5,37,17102,4768,26,444572.48
1789,Vincent Macias,34,Female,USA,16,Drama,9.11,13.58,Graduate,8,26,14044,4817,26,692958.58
1790,John Ritter,21,Female,USA,3,Comedy,8.23,11.16,Graduate,8,38,16895,5497,31,491429.21
1791,Ryan Bernard,30,Female,USA,11,Drama,10.79,0.77,Graduate,4,38,18007,5591,30,633674.11
1792,Shannon Williams,48,Female,USA,10,Comedy,9.9,10.6,High School,8,37,15821,5207,23,654653.03
1793,Kelly Roman,25,Male,USA,7,Sci-Fi,8.31,8.95,University,7,39,16277,5373,32,576134.82
1794,Craig Coffey,18,Female,USA,0,Drama,9.34,10.24,University,6,28,14066,4950,26,335962.13
1795,John Hodge,49,Male,USA,13,Horror,7.54,17.1,Graduate,8,34,15798,4834,22,428590.74
1796,Sheri Booth,46,Female,USA,13,Drama,9.24,6.55,Graduate,8,33,15802,5238,31,669756.95
1797,Christina Johnson,37,Male,USA,12,Comedy,3.73,8.78,University,8,31,14003,4764,31,506405.09
1798,Daniel Walker,51,Male,Canada,11,Action,5.52,1.66,High School,4,43,20237,5409,19,674134.3
1799,Chad Martin,29,Male,USA,11,Horror,5.28,5.7,High School,5,35,14830,5391,30,312696.08
1800,Austin Humphrey,52,Female,USA,12,Drama,8.68,6.52,High School,7,28,16415,5641,28,692302.11
1801,Kimberly Rivas,36,Female,USA,12,Comedy,7.74,4.95,College,7,39,17022,5233,20,653542.51
1802,Victoria Lopez,21,Male,USA,3,Comedy,7.41,7.8,University,6,39,19350,5617,25,700719.59
1803,Joshua Reed,36,Male,USA,18,Action,4.73,8.3,Graduate,8,37,16209,5479,38,659554.89
1804,Kristine Lopez,40,Male,USA,12,Comedy,8.22,6.95,College,8,26,16971,5520,24,577704.06
1805,Kelly Lewis,36,Male,USA,18,Drama,8.65,8.37,College,9,41,16907,5532,26,1390016.86
1806,Katie Franco,39,Male,USA,21,Action,5.28,9.37,College,10,40,16131,5034,27,1096510.2
1807,Ashley Oconnell,31,Female,Canada,9,Drama,10.29,8.64,College,7,43,16480,5085,20,585384.65
1808,Samantha Gray,32,Male,USA,9,Action,7.01,8.44,University,9,33,15986,4868,22,743734.37
1809,Louis Lopez,35,Male,USA,17,Comedy,5.65,7.95,College,8,30,15597,4816,26,558980.94
1810,Brandon Lane,45,Female,USA,8,Drama,6.78,6.97,College,5,32,18978,5440,35,511053.95
1811,Sabrina Young,38,Male,USA,7,Comedy,6.49,7.62,College,5,35,15853,5121,19,405860.19
1812,Jenna Cox,33,Female,Canada,15,Action,7.07,7.82,University,8,28,13511,4599,25,598385.02
1813,Rachel Young,32,Male,USA,14,Comedy,7.01,7.96,High School,7,35,15626,5297,26,696632.61
1814,Christopher Jackson,22,Female,USA,4,Comedy,9.64,10.07,University,7,28,16937,4809,25,514421.21
1815,Lori Gray,20,Female,USA,2,Comedy,7.17,9.43,College,6,32,17993,4947,28,488916.34
1816,Gary Todd,51,Male,USA,19,Action,7.45,15.59,University,13,48,15964,5274,29,1223350.36
1817,Craig Flynn,50,Female,Canada,11,Drama,8.8,8.48,College,6,55,17527,5511,35,589841.27
1818,Jeffery Flores,33,Female,USA,15,Comedy,11.15,8.17,Graduate,10,40,17281,4885,25,1502142.35
1819,Michael Armstrong,32,Male,USA,14,Drama,9.72,13.18,University,10,40,17522,5283,24,907108.93
1820,Danielle Nguyen,38,Male,USA,16,Sci-Fi,6.02,7.75,High School,10,43,20320,5858,28,990136.42
1821,Elizabeth Carter,28,Female,Canada,10,Comedy,11.68,8.45,College,8,36,17575,5261,23,925612.7
1822,Brandon Moore,39,Male,USA,12,Horror,5.55,11.67,College,9,26,16188,5120,23,441361.56
1823,Thomas Baird,27,Female,USA,9,Comedy,7.58,7.29,High School,5,50,18922,5194,31,461577.36
1824,Jessica Calderon,42,Male,USA,20,Drama,8.33,5.46,College,7,43,14604,4920,21,512819.45
1825,Edward Ortiz,29,Female,USA,11,Drama,10.57,9.58,University,7,41,20082,5534,24,1015124.73
1826,Benjamin Alvarez,37,Female,USA,17,Action,6.51,14.14,High School,13,30,16254,4960,22,1299572.24
1827,Scott King,34,Female,USA,15,Action,8.35,4.18,College,8,37,18186,5378,24,925532.67
1828,Deborah Johnson,27,Female,USA,9,Action,10.45,10.27,College,10,43,17249,5509,25,1185933.22
1829,Laura Harrison,33,Male,Canada,15,Action,6.09,7.13,University,7,36,17390,5299,24,776104.09
1830,Phillip Foster,21,Female,USA,3,Action,8.08,8.58,University,6,45,16425,5139,29,529973.76
1831,Alicia Ibarra,28,Female,USA,10,Action,9.38,10.71,High School,10,42,16964,5377,21,952940.5
1832,James Potter,46,Female,USA,14,Comedy,6.27,3.52,Graduate,6,29,15116,4828,25,695873.2
1833,Taylor Hall,43,Female,USA,16,Comedy,8.11,7.4,Graduate,8,44,16727,5200,27,1017338.55
1834,Amanda Washington,30,Female,USA,10,Comedy,8.83,5.33,High School,7,42,16968,5096,25,632915.07
1835,John Alexander,33,Female,USA,15,Action,7.44,12.41,College,8,38,17075,5381,24,885781.97
1836,Haley Benjamin,34,Male,USA,13,Drama,8.14,15.05,University,10,24,13106,4303,15,562675.84
1837,Carrie Booth,39,Female,USA,12,Musical,9.7,8.57,Graduate,10,41,16427,4802,23,865271.33
1838,Daniel Cook,55,Female,Canada,22,Comedy,9.03,0.56,High School,6,23,18538,5348,27,1206409.98
1839,Julia Johnson,43,Female,USA,17,Comedy,9.76,7.0,College,11,47,17202,5402,23,1418211.02
1840,Beth Gonzalez,25,Female,USA,7,Comedy,10.61,7.14,Graduate,5,29,14601,5215,32,515265.5
1841,April James,45,Male,USA,22,Horror,4.87,9.84,College,12,38,17534,5491,23,1105390.74
1842,Kurt Smith,35,Female,USA,8,Drama,10.18,7.35,College,7,38,16097,5004,27,574861.83
1843,James Wang,39,Female,USA,12,Drama,8.19,6.64,High School,9,34,13559,4982,34,692331.75
1844,Jennifer Johnson,37,Female,USA,18,Drama,9.89,10.62,College,11,34,15632,4689,30,1137674.56
1845,Dustin Mcdonald,39,Female,USA,11,Comedy,10.2,7.7,College,6,24,15062,5115,25,437641.34
1846,Danielle Chapman,42,Male,USA,18,Drama,8.62,9.0,University,11,26,12275,4922,23,913448.46
1847,Harold Morton,42,Female,USA,18,Action,6.08,7.72,University,8,31,14148,4823,36,821277.74
1848,Jackson Griffin,37,Female,USA,18,Comedy,8.6,13.32,University,12,31,15056,5294,20,999156.75
1849,Mathew Campos,38,Female,USA,15,Musical,8.01,6.23,College,6,29,16728,5340,23,515012.01
1850,Juan Martin,26,Female,USA,8,Drama,9.08,3.68,University,6,40,18610,5324,28,667685.21
1851,Anthony Harding,57,Male,USA,12,Drama,9.8,10.42,Graduate,8,38,17775,5764,25,870766.11
1852,Damon Shaffer,20,Female,USA,2,Action,10.0,12.63,University,6,31,15021,4954,25,451503.89
1853,Mary Maldonado,44,Female,USA,9,Drama,9.54,7.24,High School,9,39,17303,4864,25,673319.29
1854,Cynthia Johnson,31,Female,USA,11,Comedy,10.22,9.71,University,10,40,15763,5130,29,838253.73
1855,Bryan Duke,37,Female,Canada,17,Horror,7.26,10.34,College,10,47,18402,5147,23,1115257.89
1856,Kristin Escobar,50,Male,USA,15,Action,8.03,9.58,Graduate,10,38,19568,5565,32,1113033.97
1857,Patricia Rogers,28,Female,USA,10,Drama,9.11,10.04,College,10,56,19929,5352,22,1091178.99
1858,Misty Hughes DVM,23,Female,USA,5,Action,12.76,11.82,College,9,32,17166,5405,27,949384.8
1859,Richard Johnson,40,Male,USA,15,Sci-Fi,6.78,5.98,High School,6,37,15642,5261,37,506226.58
1860,Christina Tate,52,Female,USA,12,Comedy,9.42,14.19,University,11,42,15506,4784,22,1048765.5
1861,Autumn Ellis,21,Female,USA,3,Action,5.97,9.71,College,7,41,15800,4899,30,466372.95
1862,Dana Perry,27,Female,USA,9,Comedy,7.37,11.24,Graduate,8,35,15989,4933,29,489341.37
1863,Brandi West,36,Female,USA,18,Comedy,9.32,12.05,University,10,31,14465,4915,25,956303.9
1864,Mary Diaz,26,Female,USA,8,Comedy,8.6,3.85,High School,6,29,14060,4648,30,469065.38
1865,Andrew Navarro,32,Female,USA,14,Action,9.0,12.63,Graduate,11,40,16122,4958,21,1439072.65
1866,Mrs. Kimberly Ramirez,22,Female,USA,4,Drama,6.78,8.17,College,7,32,15361,5205,19,655456.35
1867,Emma Rojas,51,Male,USA,14,Sci-Fi,7.99,12.39,Graduate,10,37,14802,5230,25,744066.06
1868,Christina Bush,42,Female,USA,12,Action,7.55,11.67,Graduate,6,40,15913,4974,27,549878.96
1869,Nicholas Mayo,41,Female,USA,14,Drama,9.02,8.05,College,8,31,15248,4494,24,590173.53
1870,Mary Mejia,29,Female,USA,11,Drama,9.14,11.5,Graduate,7,51,20066,4998,24,711648.74
1871,Paul Powell,36,Female,USA,17,Comedy,7.61,10.45,College,10,48,18563,5515,28,1107017.9
1872,Adam Lewis,28,Female,USA,10,Horror,8.1,13.02,Graduate,9,36,19580,5077,34,914766.36
1873,Sarah Carter,47,Male,USA,15,Action,7.89,4.51,Graduate,7,30,15540,4621,18,862478.1
1874,Michael Gomez,53,Male,USA,15,Sci-Fi,7.59,4.64,College,6,41,16347,5032,27,804857.72
1875,Jessica Roy,23,Male,USA,5,Comedy,5.1,0.8,High School,4,26,16853,4991,25,425384.23
1876,David Allen,33,Female,USA,11,Drama,9.54,6.69,Graduate,7,38,17380,5555,34,813257.87
1877,Amanda Scott,52,Male,USA,17,Sci-Fi,7.07,5.17,College,8,40,17042,5531,23,1028568.02
1878,Luis Nixon,34,Female,USA,15,Musical,7.78,6.62,Graduate,8,44,18008,5268,21,499789.31
1879,Heather Holland,32,Female,USA,14,Sci-Fi,8.06,8.19,High School,7,34,15461,4989,18,563199.78
1880,Keith Cummings,42,Male,USA,23,Drama,9.3,8.23,University,11,44,15646,5037,28,1367528.03
1881,Jacqueline Kirk,46,Female,USA,13,Drama,8.76,9.11,High School,9,43,19459,5563,34,714320.35
1882,Michael Castaneda,43,Male,USA,21,Sci-Fi,9.14,13.05,Graduate,11,28,13560,4287,21,1151844.88
1883,Matthew Hernandez,38,Female,USA,15,Drama,9.62,8.53,College,8,42,16178,4906,18,839497.72
1884,Jeffrey Shelton,56,Male,USA,13,Sci-Fi,8.5,8.31,University,7,41,15671,4726,32,586738.97
1885,Michelle Rowe,58,Male,Canada,12,Musical,7.79,11.45,High School,9,41,13996,5288,25,491348.65
1886,Christopher Bailey,22,Female,USA,4,Musical,9.27,8.9,Graduate,7,26,15967,5220,19,411072.95
1887,Michelle Gentry,39,Female,USA,10,Action,9.13,7.87,Graduate,7,36,15651,5069,28,778850.91
1888,Kevin Wilson,41,Female,USA,14,Drama,10.9,3.71,College,6,34,18273,5021,28,706750.62
1889,Katherine Schneider,50,Male,USA,14,Sci-Fi,6.91,12.6,Graduate,10,44,17823,5119,22,899556.95
1890,Sarah Andrade,49,Female,USA,20,Comedy,9.3,7.12,University,9,33,16883,5331,25,1361701.97
1891,Casey Martin,35,Female,USA,12,Drama,11.0,10.86,University,7,54,19670,5700,22,977131.33
1892,Christine Powell,22,Female,Canada,4,Sci-Fi,6.5,6.18,College,7,40,16089,5067,30,485873.75
1893,Carlos Cline,19,Female,USA,1,Sci-Fi,7.91,7.72,Graduate,4,33,14625,4924,22,310523.04
1894,Jennifer Young,30,Female,Canada,12,Comedy,10.23,7.22,High School,10,41,16805,5758,34,872500.83
1895,April Allen,62,Female,USA,13,Drama,8.46,7.82,High School,11,36,17336,5491,33,1379663.06
1896,Jeffery Pierce,27,Female,USA,9,Drama,9.77,12.68,University,10,32,15564,4901,26,919810.39
1897,Scott Scott,32,Male,Canada,14,Comedy,4.42,7.65,Graduate,8,39,17092,5525,25,830740.5
1898,Nancy Prince,28,Female,USA,10,Sci-Fi,6.18,7.04,Graduate,7,30,16005,4958,22,577138.34
1899,William Short,40,Female,USA,12,Drama,7.3,13.1,High School,11,47,16720,5440,25,815493.51
1900,Steven Mullins,29,Female,Canada,11,Comedy,6.77,5.34,High School,9,42,17233,4991,23,723292.31
1901,James Davis,36,Male,USA,17,Drama,8.65,7.66,University,7,26,13996,4998,20,668070.68
1902,Ryan Estes,44,Male,USA,12,Action,5.15,16.32,High School,10,50,18305,4972,21,590806.43
1903,Jonathon Lewis,53,Male,Canada,17,Sci-Fi,6.87,10.07,High School,10,45,17759,5518,26,881058.38
1904,Timothy Snyder,33,Female,USA,12,Musical,8.54,6.82,College,7,44,18127,5406,24,714953.16
1905,Kevin Finley,53,Male,USA,13,Action,6.13,6.3,University,6,34,15334,5138,25,596002.56
1906,Paula Riley,31,Female,USA,13,Comedy,6.96,13.29,Graduate,11,41,16467,5258,23,992871.06
1907,Alyssa Chavez,55,Male,USA,19,Horror,6.06,12.86,Graduate,10,37,15191,5206,27,745308.85
1908,Patrick Patterson,50,Male,USA,14,Action,10.57,4.22,High School,7,37,14441,4906,25,1006609.98
1909,Stephen Graham,41,Male,USA,15,Action,5.71,7.76,College,8,44,16374,5261,23,675300.93
1910,Michael Schwartz,40,Male,USA,17,Musical,6.49,12.85,Graduate,9,40,16601,5185,28,546992.92
1911,Eduardo Levine,34,Female,USA,12,Comedy,8.35,8.46,Graduate,7,37,13802,4276,20,634939.07
1912,Heather Jennings,22,Female,USA,4,Drama,7.37,4.58,College,6,44,15257,5187,34,335994.71
1913,Brett Stokes,48,Male,USA,17,Comedy,7.93,12.63,Graduate,11,36,16961,5089,31,1247904.78
1914,Samantha Gray,32,Male,USA,9,Action,7.01,8.44,University,9,33,15986,4868,22,743734.37
1915,Sean Johns,32,Female,USA,14,Action,4.3,0.1,College,6,41,17924,5061,23,568944.88
1916,Jerry Stafford,44,Male,USA,17,Sci-Fi,6.9,8.51,University,8,45,18991,5490,30,831591.82
1917,Carl West,32,Male,USA,14,Action,7.06,6.97,College,7,49,19703,5443,27,656508.96
1918,Heather Case,36,Female,Canada,10,Action,7.31,11.14,High School,13,32,15981,5237,27,1043985.06
1919,Angel Perez,42,Male,USA,18,Action,5.81,14.81,University,12,48,16843,5357,21,767319.01
1920,Carlos Alexander,33,Female,USA,14,Comedy,8.4,8.13,High School,9,32,16700,4793,18,771661.75
1921,Heather Norris,33,Male,USA,14,Action,7.01,6.84,University,7,51,17280,5034,23,850094.54
1922,Bryan Mann,27,Female,USA,9,Action,6.43,7.15,College,7,42,17751,5111,21,646557.47
1923,Kenneth White,44,Male,USA,21,Comedy,7.94,7.48,University,9,37,15312,4773,18,1365379.68
1924,Eric Gray,43,Male,USA,20,Musical,8.58,15.4,University,10,39,16299,5088,23,657182.34
1925,Roberto Martin,43,Male,USA,14,Action,2.72,11.99,High School,11,36,15822,5256,30,648724.03
1926,Zachary Beltran,51,Male,USA,20,Action,6.36,13.0,Graduate,12,42,17270,5257,25,1163106.29
1927,Jenna Sanchez,27,Female,USA,9,Comedy,7.78,15.37,University,10,27,13848,4843,24,634805.61
1928,Robert Taylor,43,Male,USA,16,Drama,8.11,5.12,University,9,38,16390,5231,36,1055370.01
1929,Donald Clark,22,Male,USA,4,Action,5.47,3.59,High School,5,34,17246,5267,18,385373.25
1930,Michael Oconnell,26,Male,USA,8,Comedy,6.17,8.99,University,6,49,17663,5408,32,592326.51
1931,Jason Mccullough,54,Male,USA,14,Action,7.25,14.11,University,10,43,19490,4997,17,1377205.0
1932,Brandi Douglas,32,Female,Canada,14,Musical,8.27,13.85,High School,12,31,14762,4616,24,819938.91
1933,Adrienne Webb,34,Female,USA,16,Musical,7.67,6.4,College,7,34,16214,5160,20,626583.79
1934,Amanda Obrien,36,Male,USA,14,Drama,6.21,14.89,College,10,37,15245,5109,28,472756.46
1935,Bryan Martin,35,Male,USA,13,Action,5.17,9.84,High School,11,47,19162,5553,27,1029770.6
1936,Julie Bonilla,44,Male,USA,24,Musical,8.11,9.41,University,10,50,17964,5298,27,1015719.23
1937,Jennifer Taylor,30,Female,USA,12,Comedy,8.5,11.16,Graduate,9,28,17130,5067,25,838416.24
1938,Ashley Henry,31,Female,USA,10,Musical,7.96,8.27,Graduate,7,36,15633,4795,25,405799.02
1939,Michael Gill,30,Female,USA,11,Sci-Fi,8.62,13.65,University,12,54,17940,5102,23,1140223.14
1940,Elizabeth Murray,26,Female,USA,8,Comedy,8.23,14.95,University,9,46,15975,4785,19,481230.34
1941,Christopher Wright,40,Male,USA,15,Sci-Fi,6.34,8.19,College,7,48,17902,4825,28,616332.04
1942,Kathryn Sanders,52,Female,USA,12,Comedy,9.09,10.78,High School,10,52,15794,5463,36,753728.35
1943,Patrick Green,29,Female,USA,11,Comedy,8.85,6.51,High School,8,35,15936,5002,23,762632.02
1944,Cody Gibbs,24,Female,USA,6,Drama,7.3,6.6,College,6,47,17355,5040,24,318629.77
1945,Ann Walton,40,Male,USA,8,Comedy,5.08,10.52,Graduate,8,30,15257,5237,21,695866.98
1946,Timothy Shaw,26,Female,USA,8,Horror,4.79,8.66,College,7,29,12681,4533,26,278313.95
1947,Courtney Warren,37,Male,USA,19,Sci-Fi,9.09,9.73,College,8,51,17819,5184,24,1135676.86
1948,Christopher Mccoy,31,Female,USA,13,Drama,9.94,8.8,University,7,41,17423,4961,28,715025.73
1949,Madison Davis,45,Female,USA,18,Musical,9.53,15.2,High School,14,37,16321,5057,20,1172592.97
1950,Kristen Wallace,49,Male,USA,16,Horror,4.65,11.44,Graduate,7,30,15164,4991,23,470328.39
1951,Susan Walsh,32,Female,USA,14,Action,5.17,10.45,University,11,50,17900,5126,22,1122741.3
1952,Paul Armstrong,35,Female,USA,17,Comedy,12.28,7.12,University,9,47,16063,4996,27,1587808.31
1953,Melissa White,42,Female,Canada,17,Drama,9.8,12.18,University,11,49,18553,5247,27,923547.5
1954,Michael Jones,25,Female,USA,7,Drama,9.21,4.48,University,7,34,17118,4905,32,822462.95
1955,Cameron Cochran,35,Female,USA,15,Musical,8.8,6.52,High School,10,35,15224,4624,20,950561.16
1956,David Perez,36,Male,USA,12,Action,6.89,6.84,Graduate,6,43,16037,4924,27,549710.57
1957,Crystal Howard,38,Female,USA,11,Comedy,9.59,9.69,Graduate,10,36,17374,5376,32,1011436.27
1958,Lisa Combs,50,Male,USA,14,Horror,5.41,7.36,University,9,31,14097,4866,24,452237.59
1959,Pamela Brown,27,Female,USA,9,Comedy,6.71,6.51,High School,7,52,17830,5048,23,393416.81
1960,Jordan Berry,35,Male,USA,14,Comedy,11.1,10.09,High School,9,49,20594,5284,27,1142696.5
1961,Victoria Harris,26,Female,USA,8,Musical,8.82,6.74,High School,7,36,15067,4739,25,500280.19
1962,Jose Rush,58,Female,USA,15,Comedy,9.05,3.95,University,5,32,15154,4346,26,569295.16
1963,Steve Obrien,37,Female,USA,17,Comedy,8.9,13.77,University,12,23,13741,4687,21,1022389.69
1964,Melanie Davis,39,Male,USA,20,Drama,9.39,11.64,University,11,30,16777,5222,27,922185.66
1965,Rita Smith,22,Male,USA,4,Drama,5.57,7.25,Graduate,7,48,17482,4590,19,271597.45
1966,Robert Koch,33,Female,USA,15,Drama,8.17,11.37,College,8,33,16741,4853,27,589949.79
1967,Matthew Shields,42,Male,USA,20,Drama,9.05,8.64,University,8,37,16882,5531,30,855824.36
1968,Marvin Flores,22,Female,USA,4,Comedy,7.37,5.35,Graduate,5,38,15439,5027,29,422631.68
1969,Larry Knight,41,Female,Canada,14,Horror,7.23,6.92,College,10,33,16176,5320,27,770901.86
1970,William Nolan,47,Male,USA,20,Action,6.43,5.79,University,9,37,17417,4943,26,1303575.92
1971,Willie Jacobs,37,Female,USA,12,Drama,6.39,8.02,University,10,34,16191,5143,29,891818.21
1972,Jose Garcia,52,Male,USA,8,Drama,8.06,10.08,Graduate,5,34,15630,4901,25,410695.86
1973,Nancy Estrada,44,Female,Canada,15,Comedy,8.6,12.84,University,11,46,16257,4951,25,1060398.13
1974,Paul Garcia,20,Female,USA,2,Action,5.7,9.48,University,6,23,15798,4972,28,387801.4
1975,Jeremy Carpenter,44,Male,Canada,16,Action,5.73,8.3,Graduate,8,34,16030,4871,22,742059.98
1976,Jeffrey Nguyen,31,Female,USA,13,Action,5.31,0.82,College,5,37,15564,5209,26,519563.92
1977,Kristen Love,39,Male,USA,10,Action,5.47,6.51,High School,6,25,15877,4837,26,595360.83
1978,Kaylee Ramos,31,Male,USA,13,Comedy,6.48,9.17,High School,7,34,16063,5117,22,429808.36
1979,Donna Landry,30,Female,USA,12,Comedy,7.25,4.94,Graduate,8,39,17144,4971,19,763658.98
1980,James Snyder PhD,24,Female,USA,6,Sci-Fi,6.34,7.69,University,6,34,17990,5456,25,407660.9
1981,Michael Peterson,26,Male,USA,8,Comedy,6.92,10.72,University,7,44,19041,5747,31,841035.54
1982,Jason Ali,38,Female,USA,13,Comedy,9.54,10.46,Graduate,8,32,15391,4892,25,794610.22
1983,Amy Walker,22,Female,USA,4,Drama,8.62,9.2,College,7,38,18943,5021,28,561789.94
1984,Bradley Ramirez,31,Male,USA,13,Action,5.32,6.78,University,6,46,17480,4922,21,539852.14
1985,Martha Bennett,23,Female,USA,5,Comedy,8.57,8.01,High School,6,24,14544,5043,19,403520.45
1986,Brittany Gonzales,36,Male,USA,15,Action,7.23,15.76,Graduate,10,29,17374,5927,27,966486.91
1987,Katie Townsend,38,Female,USA,15,Comedy,6.82,12.94,University,9,39,17712,5030,28,1044325.26
1988,Marie Lewis,48,Male,USA,14,Comedy,8.04,4.89,High School,6,38,15456,4942,20,571804.7
1989,Sarah Garcia,36,Male,USA,16,Action,5.07,8.05,High School,11,34,14939,4446,19,1028827.95
