Name;Age;Gender;Nationality;Years Active;Genre Specialization;Beauty;Skill Level;Education Level;Award Wins;Media Mentions;Social Media Followers;Social Media Likes;Network Size;Income
Monica Wright;49;Female;USA;11;Drama;9.47;4.1;High School;5;41;19377;5541;31;575785.46
Karen Robinson;33;Male;USA;15;Action;5.99;7.82;High School;11;32;14964;4536;22;1021898.84
Bradley Brown;18;Female;USA;0;Comedy;9.68;9.64;Graduate;7;34;15209;4751;30;395908.6
Mark Thomas;27;Male;USA;9;Comedy;7.25;6.58;High School;7;41;16815;4846;22;623221.27
Jake Stafford;57;Male;USA;17;Action;6.23;7.41;College;8;42;15582;4466;22;657808.93
Michael Mills;41;Male;USA;18;Action;7.15;6.15;Graduate;6;49;20390;6100;34;834279.34
Cody Davis;44;Male;USA;15;Action;6.99;9.47;Graduate;7;54;19976;5216;23;1110317.02
Benjamin Mitchell;58;Male;USA;14;Drama;9.71;2.42;High School;6;40;17258;5365;27;460287.07
Pamela Brown;27;Female;USA;9;Comedy;6.71;6.51;High School;7;52;17830;5048;23;393416.81
Kristen Perry;34;Male;USA;13;Sci-Fi;8.85;7.48;Graduate;4;35;17695;4821;26;523540.42
Brent Beltran;65;Female;USA;15;Drama;8.49;7.41;College;7;36;18558;5603;30;851793.79
Lauren Romero;44;Female;USA;11;Musical;9.32;12.3;College;9;40;15628;4917;25;505544.9
Luke Singh;35;Female;USA;14;Action;9.91;10.58;Graduate;9;34;16236;5279;26;1185187.4
Sharon Cooper;27;Female;Canada;9;Comedy;7.77;14.51;High School;13;40;20653;5962;33;1049573.68
Michael Robertson;41;Male;USA;18;Comedy;7;16.55;Graduate;12;34;16206;4917;31;1343362.95
Ronald Wilson;37;Female;USA;15;Action;6.77;11.1;University;12;38;17038;4819;21;1286029.67
Haley Mills;46;Male;USA;18;Action;6.63;15.67;Graduate;12;37;14357;5346;26;811869.85
Kimberly Butler;36;Female;USA;13;Drama;7.86;6.39;College;6;49;17173;5082;22;576424.04
Miss Stephanie Mcdonald;41;Female;USA;12;Drama;7.21;12.23;College;9;36;16637;5051;23;656731.41
James Miles;37;Female;USA;16;Drama;6.11;18.02;University;13;48;17226;5034;25;1417140.63
Nathan Gould;46;Female;Canada;14;Action;6.6;6.81;Graduate;6;43;15647;4806;28;614667.33
Ricardo Taylor;37;Female;Canada;15;Comedy;11.29;12.91;College;12;39;16677;4857;26;1306278.15
Stefanie Anthony;31;Male;USA;13;Horror;6.78;10.87;College;10;36;15046;4723;24;624091.52
Hannah Byrd;36;Male;Canada;15;Action;6.24;6.59;High School;7;36;15844;4673;21;830291.47
Juan Johnson;33;Male;USA;11;Sci-Fi;5.79;11.52;Graduate;8;33;15332;5254;24;513993.18
Jeremy Lyons;32;Female;USA;9;Drama;10.36;11.76;University;7;41;19131;5209;25;806498.32
Julie Davis;34;Male;USA;16;Comedy;10.46;11.83;Graduate;10;34;16174;5254;28;1181196.39
Amy Case;30;Female;USA;12;Drama;9.28;6.71;Graduate;8;36;15542;5004;25;790309.03
Alexandra Hall;30;Male;USA;12;Drama;8.13;8.08;College;8;40;16667;5254;22;587287.61
Daniel Zuniga;28;Male;USA;10;Drama;6.35;11.9;Graduate;7;30;18010;5048;21;432707.08
John James;40;Female;USA;17;Drama;10.22;8.92;University;10;21;14352;4616;27;1033660.59
Maria Norris MD;44;Male;USA;19;Drama;7.44;4.15;Graduate;8;28;14512;4831;23;978484.28
Mary Mclean;38;Male;USA;15;Comedy;4.3;13.43;University;11;43;17339;5099;27;866211.21
Rebecca Collins;34;Male;USA;14;Horror;7.92;5.36;University;6;38;16882;5026;21;627708.91
Jeremy Frazier;29;Female;USA;11;Comedy;6.91;8.89;Graduate;6;33;17646;4819;29;576055.57
Kelly Phillips;35;Male;Canada;17;Sci-Fi;8.73;4.41;Graduate;8;39;15042;4782;22;948709.34
Ashley Thompson;33;Male;USA;14;Comedy;3.33;12.67;Graduate;9;35;15429;5333;27;552338.95
Dennis Jordan MD;41;Female;Canada;15;Musical;8.2;9.47;Graduate;10;37;17656;5765;27;857687.33
Sarah Young;19;Male;USA;1;Horror;8.78;8.45;High School;4;30;17397;5348;24;347982.39
Sarah Sweeney;34;Female;USA;16;Comedy;4.89;4.03;High School;6;35;15233;4745;27;692623.85
Joseph Gallagher;27;Female;USA;9;Drama;8.51;9.07;University;8;38;16005;5514;20;676178.28
James Ramos;34;Female;Canada;16;Comedy;8.95;6.24;High School;9;35;17537;5383;26;839846
Andrew Bates;28;Female;USA;10;Drama;9.32;12.35;University;9;29;15564;5098;30;666087.59
Abigail Greene;36;Male;USA;17;Drama;8.45;10.21;High School;7;32;17877;4843;24;852764.19
Jose White;61;Male;USA;19;Comedy;8.49;13.69;University;10;44;16690;5371;22;1100784.2
Bridget Cooper;29;Female;Canada;11;Action;10.05;8.99;Graduate;9;31;15791;4666;24;884863.84
Chelsey Martinez;54;Female;USA;16;Drama;8.95;15.45;Graduate;13;31;15527;4714;19;1924328.05
Jose Grant;21;Female;USA;3;Drama;8.66;8.93;Graduate;7;32;15731;5361;31;558085.91
Nicholas Mayo;41;Female;USA;14;Drama;9.02;8.05;College;8;31;15248;4494;24;590173.53
Michael Martin;32;Female;Canada;14;Drama;11.67;3.18;Graduate;8;23;14646;4854;21;610408.62
Hunter Rodriguez;32;Male;USA;11;Drama;9.07;4.59;University;7;54;15664;5334;30;595000.12
Kim Smith;60;Female;USA;17;Sci-Fi;6.75;8.45;High School;12;28;13979;5134;20;1042599.69
Todd Evans;39;Male;USA;13;Action;5.47;6.02;University;8;39;17309;4838;27;807774.69
Miguel Miller;41;Male;USA;18;Horror;5.71;5.35;College;6;32;15879;4563;26;439748.06
Hailey Mccormick;28;Female;Canada;10;Horror;6.67;1.2;High School;4;35;15388;5375;28;303166.14
Bruce Kim;49;Male;USA;21;Action;6.14;5.93;High School;9;43;16822;4982;27;1028132.89
Kimberly Baker;43;Female;USA;16;Comedy;8.74;3.81;High School;7;54;18355;5629;34;1031058.73
Julie Hernandez;43;Male;USA;17;Comedy;5.51;12.61;Graduate;10;30;14454;4952;26;763817.67
Jason Martin;42;Female;USA;12;Action;12.49;6.06;College;9;48;18088;5406;20;1269953.8
Melvin Casey;33;Female;USA;12;Musical;10.79;10.75;Graduate;7;34;15782;4993;24;576895.59
Lauren Moran;41;Female;USA;12;Comedy;8.24;8.24;University;9;45;17401;5310;22;740119.54
Lori Walters;28;Female;USA;10;Drama;8.6;6.02;University;5;40;16454;4881;25;438395.81
Michelle Sutton;44;Male;USA;17;Action;6.08;10.66;High School;9;60;20349;5141;24;980820.09
Jeremiah Marquez;37;Male;USA;13;Drama;6.11;13.96;Graduate;10;48;18125;5505;25;972264.82
Richard Barnes;36;Female;USA;18;Drama;9.6;14.64;High School;15;34;15736;4978;24;1355093.03
Christopher Davis;38;Female;USA;14;Drama;9.4;8.85;College;9;55;17646;5556;26;749979.48
Miranda Whitehead;33;Female;USA;15;Drama;8.14;5.52;Graduate;8;30;14740;4928;25;767809.23
Jennifer Little;42;Male;USA;16;Horror;6.65;5.93;College;7;34;14338;5027;26;505423.81
Roberto Smith;32;Female;USA;14;Comedy;10.04;5.48;High School;11;47;16850;4891;21;1107062.48
Eric Rice;40;Female;USA;15;Drama;5.88;7.47;College;9;36;17964;5367;25;633008.18
Robin Saunders;32;Female;USA;13;Drama;7.95;9.17;High School;8;45;15369;4854;19;736757.22
Emily Donaldson;28;Female;USA;10;Comedy;9.71;4.57;Graduate;6;45;15111;4870;25;710276.21
Denise Taylor;47;Male;USA;13;Drama;8.04;13.07;College;11;45;16299;4994;24;545843.35
Mr. Gabriel Knight;43;Male;USA;13;Horror;5.83;7.96;College;7;47;19901;5174;19;663904.4
Michael Salinas;48;Male;USA;18;Comedy;7.65;3.47;College;6;36;16240;4624;21;951646.68
Laurie Walker;34;Male;USA;14;Action;5.55;14.61;University;8;36;17828;5240;25;644336.67
Michele Williams;38;Female;USA;12;Drama;9.68;12.38;Graduate;8;39;17495;5411;31;624780.05
Valerie Salas;18;Female;USA;0;Drama;10.41;5.42;College;7;36;16272;4700;19;478907.7
Monique Blake;42;Male;USA;14;Sci-Fi;7.52;7.18;Graduate;8;32;17487;5323;23;838276.55
Amanda Patterson;23;Female;USA;5;Comedy;11.28;6.9;University;5;33;14608;5046;30;468373.55
Eric Whitehead;24;Female;Canada;6;Comedy;8.76;9.51;Graduate;7;46;18123;4818;18;679708.76
Tiffany Munoz;50;Female;Canada;15;Drama;8.72;12.53;College;11;38;15138;5133;25;658287.22
Jake Bradshaw;47;Male;USA;12;Drama;7.51;6.32;College;6;40;19370;5423;34;826277.1
Jesse Schmidt;48;Male;USA;16;Drama;6.95;6.53;High School;7;38;16527;4690;28;755833.9
Joseph White;45;Female;USA;15;Comedy;6.68;11.18;College;10;38;14803;5075;27;707770.66
Samantha Gray;32;Male;USA;9;Action;7.01;8.44;University;9;33;15986;4868;22;743734.37
Deborah Smith;34;Female;USA;15;Musical;10.68;4.18;University;6;38;17476;5192;20;697223.38
Joel Sanford;48;Male;Canada;19;Comedy;6.13;9.48;College;9;30;17009;5032;27;1094171.05
Russell Price;29;Male;USA;11;Action;6.21;9.91;College;10;43;17081;5381;24;819493.67
Angel Grant;24;Female;USA;6;Drama;8.03;5.84;College;7;35;18501;5485;28;611062.93
Anthony Calhoun Jr.;54;Male;USA;15;Sci-Fi;6.52;12.38;University;12;41;16642;4745;25;880325.84
Julie Acosta;29;Male;USA;11;Sci-Fi;9.15;14.51;Graduate;9;32;16090;5110;27;772296.86
Andrew Gray;32;Male;USA;14;Musical;6.07;2.91;College;6;39;18005;5218;29;474126.85
Mary Trevino;31;Female;USA;13;Action;7.28;3.77;High School;5;33;17056;5164;18;545473.14
Daniel Hughes;33;Male;USA;13;Musical;10.52;15.78;Graduate;13;34;14919;5260;30;950597.68
Ashley Gardner;42;Female;USA;15;Comedy;10.19;8.01;High School;10;37;15736;4975;27;1105380.22
Emily Hernandez;42;Male;USA;14;Drama;7.5;12.18;Graduate;8;42;17517;5385;25;999997.29
Jason Rogers;47;Male;USA;13;Action;8.21;9.88;College;10;47;17829;4673;24;1357380.57
Rebecca Humphrey;40;Female;USA;11;Drama;10.08;7.04;High School;9;35;15829;5225;24;917602.62
Michele Cole;47;Male;USA;10;Comedy;4.4;10.34;High School;8;38;14252;4732;24;432527.12
Wendy Snyder;28;Female;USA;10;Comedy;6.04;5.61;High School;6;48;17760;5206;24;525150.75
Kristen Johnson;30;Male;USA;12;Comedy;7.85;8.93;University;7;35;19516;5533;27;823886.67
Christopher Bradley DVM;53;Male;USA;11;Action;6.3;12.09;College;10;37;16938;5018;25;760624.28
Ronnie Chavez;41;Male;USA;13;Sci-Fi;7.91;10.87;College;12;36;15097;4457;26;896331.47
Haley Harris;56;Female;USA;19;Musical;8.26;11.48;College;12;43;17589;5183;24;1153213.53
Dana Perry;27;Female;USA;9;Comedy;7.37;11.24;Graduate;8;35;15989;4933;29;489341.37
John James;40;Female;USA;17;Drama;10.22;8.92;University;10;21;14352;4616;27;1033660.59
Miranda Johnston;27;Male;USA;9;Action;7.7;8.49;University;6;34;16680;4732;22;556715.1
Heather Norris;33;Male;USA;14;Action;7.01;6.84;University;7;51;17280;5034;23;850094.54
Daniel Davis;32;Female;USA;14;Action;6.55;9.6;University;9;35;15380;5167;30;752961.81
Sarah Levine;22;Female;Canada;4;Comedy;9.8;5.39;Graduate;5;46;18034;5049;30;551492.52
Diane Fernandez;24;Female;USA;6;Drama;9.33;8.57;High School;9;33;16222;4825;25;897556.74
Max Caldwell;42;Male;USA;10;Sci-Fi;8.98;9.68;High School;7;40;17410;5236;26;703620.67
John Jones;34;Female;USA;16;Comedy;9.33;16.83;Graduate;16;38;16580;4641;23;1418171.94
Charles Graham;42;Male;USA;10;Action;5.31;7.63;College;5;32;14531;5030;28;318436
Jill Johnson;35;Male;Canada;17;Action;4.92;12.97;University;12;38;16848;4971;25;941983.13
Taylor Strong;38;Male;USA;12;Sci-Fi;8.12;6.6;College;7;27;15596;4870;27;669541.16
Gregory Johnson;56;Male;USA;11;Comedy;6.27;9.93;University;6;34;14266;5038;18;422246.44
Angel Clarke;36;Male;USA;17;Action;6.19;10.81;Graduate;9;42;15882;5110;22;743838.55
Russell Huerta;36;Female;USA;17;Musical;11.04;11.83;Graduate;11;33;18115;4943;29;1227931.39
Brian Harrington;24;Female;Canada;6;Comedy;8.73;5.78;High School;7;46;16458;5094;26;632565.36
Joseph Campbell;30;Female;USA;10;Musical;9.63;7.16;High School;7;35;16937;4981;29;508498.97
Michael Briggs;43;Female;USA;17;Drama;9.94;3.83;Graduate;8;38;15888;4813;27;772798.94
Shawn Rogers;30;Female;Canada;12;Horror;7.01;10.73;University;9;36;16429;5099;23;756279.35
Brian Escobar;44;Male;Canada;11;Horror;8.46;9.07;Graduate;8;31;13546;4586;21;598201.16
Theresa Hansen;46;Male;USA;10;Action;4.29;8.68;College;7;48;17293;5054;33;567581.47
David Griffin;38;Male;Canada;19;Drama;7.32;8.58;Graduate;10;30;17033;5236;25;1410882.86
Diana Hunter;46;Male;USA;14;Comedy;8.08;4;University;8;52;15381;4881;25;535633.55
Eric Thompson;28;Female;Canada;10;Sci-Fi;6.64;7.53;Graduate;7;38;15767;5722;29;537771.71
Justin Serrano;45;Female;USA;20;Comedy;8.56;5.95;College;9;46;17791;5432;28;1730116.94
Richard Myers;22;Female;USA;4;Drama;6.95;5.96;College;3;33;15623;4798;26;304039.96
Allison Cervantes;34;Male;USA;16;Action;6.29;12.85;High School;9;39;16968;5082;24;722387.01
Louis Jennings;43;Female;USA;14;Action;6.73;6.97;University;10;33;16024;4975;23;1009855.86
Samantha Hayes;38;Female;USA;12;Action;5;7.06;College;9;34;16273;5377;30;716685.22
Steven Roberson;47;Male;USA;18;Sci-Fi;7.69;6.63;High School;8;46;18432;5351;19;1017112.02
Amanda Mcpherson;49;Male;USA;20;Comedy;5.43;7.1;University;10;44;16392;4965;26;1132230.38
Jonathan Gonzalez;39;Female;USA;13;Drama;5.87;11.98;High School;11;30;15837;4906;27;782997.03
Amy Hughes;27;Female;USA;9;Drama;9.66;12.86;College;9;36;13831;5065;25;588243.09
Vickie David;26;Male;USA;8;Musical;8.16;14.2;Graduate;8;40;15008;5223;26;351400.99
Richard Dunn;19;Female;Canada;1;Comedy;10.4;14.22;University;8;31;15869;5064;25;412173.29
Bailey Clark;19;Female;USA;1;Comedy;9.46;6.8;High School;7;31;15154;4983;30;355529.81
Anthony Hayes;36;Female;USA;12;Comedy;6.93;9.28;University;8;31;16587;5175;32;565436.19
April Buckley;25;Female;USA;7;Comedy;8.14;10.88;High School;9;42;16520;5208;19;556918.24
Alyssa Larsen;31;Male;USA;13;Sci-Fi;8.41;6.14;High School;6;48;19555;5036;27;619280.34
Christopher King;18;Female;USA;0;Action;6.6;8.03;College;6;42;16252;4914;17;559447.85
Shannon Smith;34;Female;USA;7;Action;4.86;4.6;University;4;36;16333;4550;20;372965.54
Valerie Thornton;23;Female;USA;5;Drama;7.7;13.69;Graduate;5;39;14568;5192;23;355558.3
Maria Lewis;25;Female;USA;7;Comedy;7.92;7.9;University;7;31;12915;5346;29;463943.49
Adam Smith;32;Male;USA;12;Action;6.63;10.56;High School;9;48;19327;5469;33;912958.25
Francisco Perry DDS;34;Female;USA;13;Drama;9.77;3.25;University;6;43;17731;5248;26;1032799.99
Patricia Booth;37;Female;USA;12;Drama;11.51;12.13;High School;11;32;16869;5006;16;1149487.91
Cody Ortega;28;Female;USA;10;Drama;8.11;5.1;University;5;45;16329;4799;21;419886.02
Javier Reyes;45;Male;USA;24;Comedy;8.71;11.6;Graduate;11;31;14301;4704;25;1258244.64
Gary Kirby;38;Female;USA;13;Drama;8.63;11.72;Graduate;10;32;15198;4555;29;834652.07
Erika Ward;19;Male;USA;1;Action;6.72;7.29;Graduate;6;39;16341;4996;23;453028.63
Anthony Webster;30;Male;USA;12;Sci-Fi;6.26;3.5;Graduate;4;39;16311;4841;20;386277.04
James Perry;33;Female;USA;15;Horror;8.12;9.4;University;11;39;16732;4798;24;1075182.37
Nicholas Abbott;42;Male;Canada;19;Action;4.88;13.69;Graduate;13;43;18974;5298;33;904037.94
Amy Newman;38;Male;USA;20;Comedy;7.42;7.94;High School;10;37;16461;4852;19;975161.04
Mrs. Leslie Stafford MD;24;Male;USA;6;Action;9.53;15.7;Graduate;9;34;16449;5715;20;719452.91
Michael Johnson;20;Female;Canada;2;Comedy;6.41;12.59;University;7;53;19250;5190;27;556106.53
Leonard Best;55;Female;USA;16;Action;6.85;9.34;Graduate;10;40;15051;4733;19;1313834.12
Jacqueline Bonilla;31;Male;USA;13;Drama;6.25;7.74;High School;8;42;18322;4890;31;714516.51
Marvin Schultz;21;Female;USA;3;Drama;7.75;5.28;College;4;43;15448;5026;30;424249.52
Christopher Cook;40;Male;USA;18;Sci-Fi;6.61;9.15;College;8;29;15699;4656;24;573175.18
Walter Newman;46;Female;USA;18;Action;7.07;6.85;College;9;38;15106;4443;26;855469.19
Brian Harmon;50;Female;USA;12;Comedy;5.21;9.04;High School;11;32;15526;5197;26;592213.99
Lawrence Cooper;31;Male;USA;13;Action;5.74;9.91;University;9;29;18357;5469;26;822552.75
George Davis;27;Male;USA;9;Drama;6.05;9.58;High School;7;38;14850;4946;28;496998.72
Kimberly Thomas;29;Male;USA;11;Horror;7.63;10.25;College;9;38;16367;4940;24;711098.36
Calvin Martinez;29;Female;USA;11;Sci-Fi;8.68;3.78;High School;7;39;16033;4996;24;423711.01
Dakota Scott;51;Male;Canada;13;Action;5.38;2.32;Graduate;4;35;16115;4742;25;318028.39
Jamie Thomas;19;Female;USA;1;Drama;9.4;6.42;College;7;32;14099;4938;28;371868.15
Daniel Cooper;37;Male;USA;14;Action;9.82;8.02;College;9;51;16009;4853;24;1240334.01
Larry Jordan;25;Female;USA;7;Action;5.15;6.44;College;7;35;18585;5320;33;652968.83
Sarah Wilson;42;Male;USA;17;Comedy;7.6;12.48;Graduate;10;49;18151;5188;25;1359690.34
Michael Foster;28;Female;USA;10;Comedy;8.29;6.3;High School;8;46;16047;5061;30;970676.09
Margaret Mcclure;32;Female;USA;14;Drama;7.78;11.89;High School;14;29;14732;4555;24;1104859.52
Megan Smith;57;Male;USA;13;Action;5.77;8.46;University;9;34;16333;5095;23;960303.48
Vickie David;26;Male;USA;8;Musical;8.16;14.2;Graduate;8;40;15008;5223;26;351400.99
Gina Hunter;33;Male;USA;15;Comedy;5.88;7.61;High School;5;27;14979;4938;20;422069.98
Veronica Bennett;33;Female;USA;15;Sci-Fi;8.58;6.87;High School;10;33;13995;4548;18;1140360.11
Joel Smith;51;Male;Canada;18;Sci-Fi;7.86;7.54;College;7;50;19171;5439;25;938718.52
Mary Hicks;31;Female;USA;9;Musical;9.74;1.53;University;5;29;16320;5185;29;420024.7
Corey Golden;32;Male;USA;14;Action;5.96;2.18;High School;5;45;19490;5489;24;500980.3
Gary Benson;42;Female;USA;12;Drama;10.13;12.86;University;9;44;17513;5105;27;891364.47
Megan Jackson;43;Male;USA;18;Comedy;7.5;4.72;Graduate;6;46;18600;5055;17;682486.56
Christina Gates;32;Female;USA;14;Musical;10.95;7.24;University;9;47;17062;4979;27;1047013.59
Nicole Jenkins;27;Female;USA;9;Comedy;7.74;8.16;High School;10;35;15672;5100;25;877219.93
Mr. Douglas Gonzalez;23;Female;USA;5;Musical;9.04;11.44;College;9;33;16118;4847;20;643609.56
Leslie Perez;50;Female;Canada;16;Comedy;7.01;6.71;High School;10;56;21040;5948;26;1258859.4
John Smith;27;Female;USA;9;Sci-Fi;8.75;11.87;Graduate;6;36;13583;4637;23;462070.19
Dana Martin;45;Male;USA;15;Sci-Fi;8.14;5.23;High School;7;38;15682;4885;23;627507.35
Alicia Baker;38;Male;USA;11;Sci-Fi;10.42;15.14;College;9;36;17041;5182;21;887488.08
Jeffery Flores;33;Female;USA;15;Comedy;11.15;8.17;Graduate;10;40;17281;4885;25;1502142.35
Priscilla Landry;23;Female;USA;5;Musical;8.94;12.28;High School;8;40;16549;5286;30;626616.17
Kenneth Newton;36;Female;USA;18;Musical;8.33;12.54;University;12;36;15005;5490;30;1098109.82
Jeffery Simon;51;Female;USA;19;Comedy;5.84;8.02;College;10;40;16342;5519;31;746330.67
Nicholas Jones;19;Female;USA;1;Drama;8.7;13.03;University;8;38;16208;5021;22;507422.23
Justin Harris;41;Male;USA;18;Comedy;6.35;14.11;University;11;39;15852;4974;19;1159669.68
Jeffrey Clay;28;Female;USA;10;Horror;6.12;7.67;University;8;41;18297;5322;25;482454.82
Gregory Farrell;32;Female;USA;14;Sci-Fi;8.99;14.2;College;13;23;18464;4893;24;1495661.65
Andrew Gray;32;Male;USA;14;Musical;6.07;2.91;College;6;39;18005;5218;29;474126.85
Kylie Cain;36;Female;USA;9;Comedy;6.83;6.8;University;6;34;18048;5064;27;526103.95
Theodore Bailey;44;Female;USA;14;Drama;5.51;9.13;University;7;53;19121;5519;28;596099.98
Cynthia Murphy;50;Female;USA;12;Comedy;10.07;7.96;University;9;28;16640;5704;33;995078.61
Lindsay Chambers;28;Female;USA;10;Drama;7.91;1.6;University;5;43;15940;5292;26;566420.66
Rebecca Ray;28;Female;USA;10;Action;7.58;4.2;High School;6;34;16639;4888;20;668393.3
Steven Robinson;28;Female;USA;10;Drama;9.41;5.71;Graduate;7;42;14816;5093;34;550354.05
Brittany Weiss;38;Male;USA;9;Action;5.79;4.58;High School;5;34;13369;4864;22;402195.36
Kristin Boyle;37;Male;USA;15;Comedy;4.3;4.43;Graduate;6;34;14964;4961;22;640352.3
Michelle Barry;38;Female;Canada;19;Sci-Fi;10.21;10.56;Graduate;11;36;12880;4737;23;1066623.35
Emily Decker;37;Female;USA;16;Comedy;7.33;5.05;College;7;52;20932;5441;27;913569.39
Marisa Clark;33;Male;USA;14;Comedy;6.93;5.04;High School;8;35;16354;4376;22;797721.66
Mark Brown;39;Female;Canada;14;Comedy;7.95;7.16;College;8;40;16329;5152;25;956761.55
Joseph Doyle;26;Male;USA;8;Action;4.12;10.13;Graduate;8;39;16393;4947;23;441737.8
Rachel Payne;29;Female;USA;11;Drama;8.11;9.97;High School;8;39;17462;5294;24;575791.63
Kathleen Hebert;40;Female;USA;13;Musical;9.75;8.02;Graduate;8;35;15408;5448;32;756144.42
Matthew Burton;41;Male;USA;14;Action;7.5;7.73;University;8;36;16942;5310;17;883677.22
Andrew Shannon;37;Female;USA;10;Comedy;9.25;6.73;Graduate;8;29;14123;4818;26;603225.89
Leslie Martinez;34;Male;Canada;13;Action;5.75;10.3;High School;11;38;17449;5142;26;932546.77
Christina Woods;22;Female;USA;4;Drama;10.63;9.02;Graduate;7;42;18772;5400;25;681515.97
Melanie Lopez;32;Male;Canada;14;Comedy;7.48;7.63;College;8;32;16845;5257;22;1023193.56
Brianna Wilson;36;Male;USA;17;Action;7.21;7.94;Graduate;7;38;15850;4947;24;702714.36
Diana Barnes;29;Male;USA;9;Drama;8.37;15.09;University;9;24;15144;5214;25;464521.65
Emma Lee;23;Female;Canada;5;Comedy;6.67;2.94;University;4;40;16273;4884;21;359182.97
Melissa Knight;44;Male;USA;13;Action;5.04;7.83;Graduate;9;30;15143;5079;28;724604.26
Benjamin Salas;26;Female;USA;8;Comedy;8.85;4.89;High School;5;44;17117;5145;25;444881.74
Rebecca Hill;43;Female;USA;17;Comedy;9.79;10.29;High School;10;25;16899;5385;29;1081313.53
Christopher Williams;38;Male;USA;20;Comedy;5.59;4.49;Graduate;9;27;13702;4748;29;1157483.11
Jacob Williams;32;Male;USA;14;Sci-Fi;9.14;12.04;High School;12;38;15948;4852;20;1188369.02
Michael Pittman;56;Male;Canada;22;Action;7.13;8.96;University;8;36;16077;5364;31;735945.16
Douglas White;35;Male;USA;16;Drama;7.19;4.42;Graduate;4;52;19351;5417;23;865467.86
Shawn Larsen;19;Female;USA;1;Comedy;8.21;11.89;Graduate;7;41;15412;4734;26;420930.41
Alicia Bell;46;Male;USA;9;Action;5.57;8.8;College;9;49;17879;5257;21;809506.88
James Pearson;23;Female;USA;5;Action;6.19;5.21;College;7;38;16040;5093;24;582795.66
Ronald Schwartz;35;Female;USA;13;Drama;9.37;10.67;University;11;46;17758;5051;23;1211241.05
Richard Rodriguez;44;Female;Canada;13;Drama;8.64;0.36;College;5;44;18057;5128;29;630221.26
Hayden Shannon;34;Female;Canada;13;Comedy;10.96;15.06;College;12;37;16467;4966;32;1294677.66
Shannon Hall;29;Female;USA;11;Sci-Fi;8.23;8.62;Graduate;7;40;14026;4940;22;492084
